1,1. What are two benefits of network automation? (Choose two),A. reduced operational costs,B. reduced hardware footprint,C. faster changes with more reliable results,D. fewer network failures,E. increased network security,,,,AC,Section: Automation and Programmability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81. A router running EIGRP has learned the same route from two different paths. Which parameter does the router use to select the best path?,A. cost,B. adminstrative distance,C. metric,D. as-path,,,,,C,Section: IP Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"82. R1 has learned route 192.168.12.0/24 via IS-IS. OSPF, RIP. and Internal EIGRP Under normal operating conditions, which routing protocol is installed in the routing table?",A. IS-IS,B. RIP,C. Internal EIGRP,D. OSPF,,,,,C,Section: IP Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83. Which MAC address is recognized as a VRRP virtual address?,A. 0000.5E00.010a,B. 0005.3711.0975,C. 0000.0C07.AC99,D. 0007.C070/AB01,,,,,A,Section: IP Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84. Which statement correctly compares traditional networks and controller-based networks?,A. Only traditional networks offer a centralized control plane.,B. Only traditional networks natively support centralized management.,C. Traditional and controller-based networks abstract policies from device configurations.,D. Only controller-based networks decouple the control plane and the data plane.,,,,,D,Section: Automation and Programmability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"85. If a notice-level messaging is sent to a syslog server, which event has occurred?",A. A network device has restarted.,B. An ARP inspection has failed.,C. A routing instance has flapped.,D. A debug operation is running.,,,,,C,Section: IP Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86. Refer to the exhibit. With which metric was the route to host 172.16.0.202 learned?,A. 0,B. 110,C. 38443,D. 3184439,,,,,C,Section: IP Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"87. Refer to the exhibit. If configuring a static default route on the router with the ip route 0.0.0.0 0.0.0.0 10.13.0.1 120 command, how does the router respond?",A. It ignores the new static route until the existing OSPF default route is removed.,B. It immediately replaces the existing OSPF route in the routing table with the newly configured static route.,C. It starts load-balancing traffic between the two default routes.,D. It starts sending traffic without a specific matching entry in the routing table to GigabitEthernet0/1.,,,,,A,Section: IP Connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,88. Refer to the Exhibit. After the switch configuration the ping test fails between PC A and PC B Based on the output for switch 1. Which error must be corrected?,A. There is a native VLAN mismatch.,B. Access mode is configured on the switch ports.,C. The PCs are in the incorrect VLAN.,D. All VLANs are not enabled on the trunk.,,,,,A,Section: Network Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,89. An engineer must configure a WLAN using the strongest encryption type for WPA2-PSK. Which cipher fulfills the configuration requirement?,A. WEP,B. RC4,C. AES,D. TKIP,,,,,C,Section: Security Fundamentals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,90. Which statement about Link Aggregation when implemented on a Cisco Wireless LAN Controller is true?,A. To pass client traffic two or more ports must be configured.,B. The EtherChannel must be configured in ?mode active?.,"C. When enabled, the WLC bandwidth drops to 500 Mbps.",D. One functional physical port is needed to pass client traffic.,,,,,D,Section: Network Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"91. When configuring a WLAN with WPA2 PSK in the Cisco Wireless LAN Controller GUI, which two formats are available to select? (Choose two)",A. ASCII,B. base64,C. binary,D. decimal,E. hexadecimal,,,,AE,Section: Security Fundamentals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,92. Which API is used in controller-based architectures to interact with edge devices?,A. overlay,B. northbound,C. underlay,D. southbound,,,,,D,Section: Automation and Programmability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,93. Refer to the exhibit. A network administrator is configuring an EtherChannel between SW1 and SW2. The SW1 configuration is shown. What is the correct configuration for SW2?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,94. Refer to the exhibit. A frame on VLAN 1 on switch S1 is sent to switch S2 where the frame is received on VLAN 2. What causes this behavior?,A. trunk mode mismatches,B. allowing only VLAN 2 on the destination,C. native VLAN mismatches,D. VLANs that do not correspond to a unique IP subnet,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,95. What are two enhancements that OSPFv3 supports over OSPFV2? (Choose two.),A. It requires the use of ARP.,B. It can support multiple IPv6 subnets on a single link.,C. It supports up to 2 instances of OSPFv3 over a common link.,D. It routes over links rather than over networks.,,,,,BD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96. Which option is a valid IPv6 address?,A. 2001:0000:130F::099a::12a,B. 2002:7654:A1AD:61:81AF:CCC1,C. FEC0:ABCD:WXYZ:0067::2A4,D. 2004:1:25A4:886F::1,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97. Which three are characteristics of an IPv6 anycast address? (Choose three.),A. one-to-many communication model,B. one-to-nearest communication model,C. any-to-many communication model,D. a unique IPv6 address for each device in the group,E. the same address for multiple devices in the group,F. delivery of packets to the group interface that is closest to the sending device,,,BEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98. Which two statements describe characteristics of IPv6 unicast addressing? (Choose two.),A. Global addresses start with 2000::/3.,B. Link-local addresses start with FE00:/12.,C. Link-local addresses start with FF00::/10.,D. There is only one loopback address and it is ::1.,"E. If a global address is assigned to an interface, then that is the only allowable address for the interface.",,,,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,99. What is the alternative notation for the IPv6 address B514:82C3:0000:0000:0029:EC7A:0000:EC72?,A. B514 : 82C3 : 0029 : EC7A : EC72,B. B514 : 82C3 :: 0029 : EC7A : EC72,C. B514 : 82C3 : 0029 :: EC7A : 0000 : EC72,D. B514 : 82C3 :: 0029 : EC7A : 0 : EC72,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100. Which IPv6 address is valid?,A. 2001:0db8:0000:130F:0000:0000:08GC:140B,B. 2001:0db8:0:130H::87C:140B,C. 2031::130F::9C0:876A:130B,D. 2031:0:130F::9C0:876A:130B,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101. Which two are features of IPv6? (Choose two.),A. anycast,B. broadcast,C. multicast,D. podcast,E. allcast,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102. Which command enables IPv6 forwarding on a Cisco router?,A. ipv6 local,B. ipv6 host,C. ipv6 unicast-routing,D. ipv6 neighbor,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103. Which IPv6 address is the equivalent of the IPv4 interface loopback address 127.0.0.1?,A. : :1,B. ::,C. 2000::/3,D. 0::/10,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104. In which two formats can the IPv6 address fd15:0db8:0000:0000:0700:0003:400F:572B be written? (Choose two.),A. fd15:0db8:0000:0000:700:3:400F:527B,B. fd15::db8::700:3:400F:527B,C. fd15:db8:0::700:3:4F:527B,D. fd15:0db8::7:3:4F:527B,E. fd15:db8::700:3:400F:572B,,,,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105. Refer to the exhibit. The MAC address table is shown in its entirety. The Ethernet frame that is shown arrives at the switch. What two operations will the switch perform when it receives this frame? (Choose two.),A. The switch will not forward a frame with this destination MAC address.,B. The frame will be forwarded out of all the ports on the switch.,C. The MAC address of ffff.ffff.ffff will be added to the MAC address table.,D. The frame will be forwarded out of all the active switch ports except for port fa0/0.,E. The MAC address of 0000.00aa.aaaa will be added to the MAC Address Table.,F. The frame will be forwarded out of fa0/0 and fa0/1 only.,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,106. Refer to the exhibit. Which switch in this configuration becomes the root bridge?,A. SW1,B. SW2,C. SW3,D. SW4,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107. Refer to the exhibit. Which two statements are true about the loopback address that is configured on RouterB? (Choose two.),A. It ensures that data will be forwarded by RouterB.,B. It provides stability for the OSPF process on RouterB.,C. It specifies that the router ID for RouterB should be 10.0.0.1.,D. It decreases the metric for routes that are advertised from RouterB.,E. It indicates that RouterB should be elected the DR for the LAN.,,,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108. Refer to the exhibit. Which two statements about the interface that generated the output are true? (Choose two.),A. Two secure MAC address are manually configured on the interface.,B. A syslog message is generated when the maximum number of secure MAC addresses is on the interface.,C. The interface is error-disabled.,D. The interface dynamically learned two secure MAC addresses.,E. An SNMP trap is generated when the maximum number of secure MAC addresses is reached on the interface.,,,,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109. Refer to the exhibit. Which two statements about the interface that generated the output are true? (Choose two.),A. learned MAC addresses are deleted after five minutes of inactivity,B. the interface is error-diabled if packets arrive from a new unknown source address,C. it has dynamically learned two secure MAC addresses,D. it has dynamically learned three secure MAC addresses,E. the security violation counter increments if packets arrive from a new unknown source address,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"110. Refer to the exhibit. Which two events occur on the interface, if packets from an unknown Source address arrive after the interface learns the maximum number of secure MAC address? (Choose two.)",A. The security violation counter dose not increment,B. The port LED turns off,C. The interface is error-disabled,D. A syslog message is generated,E. The interface drops traffic from unknown MAC address,,,,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,111. Refer to the exhibit. Which two statements about the network environment of router R1 must be true? (Choose two.),A. there are 20 different network masks within the 10.0.0.0/8 network,B. A static default route to 10.85.33.14 was defined,C. Ten routes are equally load-balanced between Te0/1/0.100 and Te0/2/0.100,D. The 10.0.0.0/8 network was learned via external EIGRP,E. The EIGRP administrative distance was manually changed from 90 to 170,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112. Refer to the exhibit. Which statement about the interface that generated the output is true?,A. Five secure MAC addresses are dynamically learned on the interface.,B. A syslog message is generated when a violation occurs.,C. One secure MAC address is manually configured on the interface.,D. One secure MAC address is dynamically configured on the interface.,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"113. Refer to the exhibit. When PC 1 sends a packet to PC2,the packet has. Which source and destination IP address when it arrives at interface Gi0/0 on router R2?",A. source 192.168.10.10 and destination 10.10.2.2,B. source 192.168.20.10 and destination 192.168.20.1,C. source 192.168.10.10 and destination 192.168.20.10,D. source 10.10.1.1 and destination 10.10.2.2,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"114. Refer to the exhibit Users in your office are complaining that they cannot connect to the severs at a remote site. When troubleshooting, you find that you can successfully reach the severs from router R2. What is the most likely reason that the other users are experiencing connection failure?",A. interface ports are shut down on the remote servers,B. The DHCP address pool has been exhausted,C. The ip helper-address command is missing on the R2 interface that connects to the switch,D. VLSM is misconfigured between the router interface and the DHCP pool.,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"115. After you deploy a new WLAN controller on your network, which two additional tasks should you consider? (Choose two)",A. deploy load balancers,B. configure additional vlans,C. configure multiple VRRP groups,D. deploy POE switches,E. configure additional security policies,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"116. Refer to the exhibit. The default-information originate command is configured under the R1 OSPF configuration. After testing, workstations on VLAN 20 at Site B cannot reach a DNS server on the Internet.",A. Add the default-information originate command on R2.,B. Add the always keyword to the default-information originate command on R1.,C. Configure the ip route 0.0.0.0 0.0.0.0 10.10.10.18 command on R1.,D. Configure the ip route 0.0.0.0 0.0.0.0 10.10.10.2 command on R2.,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117. Which of the following is the JSON encoding of a dictionary or hash?,A. {?key?:?value?},"B. [?key?,?value?]","C. {?key?,?value?}",D. (?key?:?value?),,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118. Which option best describes an API?,A. A contract that describes how various components communicate and exchange data with each other.,B. an architectural style (versus a protocol) for designing applications,C. a stateless client-server model,D. request a certain type of data by specifying the URL path that models the data,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119. Which command verifies whether any IPv6 ACLs are configured on a router?,A. show ipv6 interface,B. show access-list,C. show ipv6 access-list,D. show ipv6 route,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,120. Which command can you enter to allow Telnet to be supported in addition to SSH?,A. transport input telnet ssh,B. transport input telnet,C. no transport input telnet,D. privilege level 15,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"121. AAA stands for authentication, authorization, and accounting",,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122. What will happen if you configure the logging trap debug command on a router?,A. It causes the router to send messages with lower severity levels to the syslog server.,"B. It causes the router to send all messages with the severity levels Warning, Error, Critical, and Emergency to the syslog server.",C. It causes the router to send all messages to the syslog server,D. It causes the router to stop sending all messages to the syslog server.,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123. Which Cisco IOS command will indicate that interface Gigabit Ethernet 0/0 is configured via DHCP?,A. show ip interface GigabitEthernet 0/0 dhcp,B. show interface GigabitEthernet 0/0,C. show ip interface dhcp,D. show ip interface GigabitEthernet 0/0,E. show ip interface GigabitEthernet 0/0 brief,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124. Which statement about the nature of NAT overload is true?,A. applies a one-to-many relationship to internal IP addresses,B. applies a one-to-one relationship to internal IP addresses,C. applies a many-to-many relationship to internal IP addresses,D. can be configured only on Gigabit interface,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,125. Which command is used to configure an IPv6 static default route?,A. ipv6 route ::/0 interface next-hop5,B. ipv6 route default interface next-hop,C. ipv6 route 0.0.0.0/0 interface next-hop,D. ip route 0.0.0.0/0 interface next-hop,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,126. Which statement about static and dynamic routes is true?,"A. Dynamic routes are manually configured by a network administrator, while static routes are automatically learned and adjusted by a routing protocol.","B. Static routes are manually configured by a network administrator, while dynamic routes are automatically learned and adjusted by a routing protocol.","C. Static routes tell the router how to forward packets to networks that are not directly connected, while dynamic routes tell the router how to forward packets to networks that are directly connected.","D. Dynamic routes tell the router how to forward packets to networks that are not directly connected, while static routes tell the router how to forward packets to networks that are directly connected.",,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,127. What is the purpose of the show ip ospf interface command?,A. displaying OSPF-related interface information,B. displaying general information about OSPF routing processes,C. displaying OSPF neighbor information on a per-interface basis,D. displaying OSPF neighbor information on a per-interface-type basis,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128. How can the Cisco Discovery Protocol be used?,A. to allow a switch to discover the devices that are connected to its ports,B. to determine the hardware platform of the device,C. to determine the IP addresses of connected Cisco devices,D. all of the above,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,129. How does STP prevent forwarding loops at OSI Layer 2?,A. TTL,B. MAC address forwarding,C. Collision avoidance,D. Port blocking,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,130. Which two statements about EtherChannel technology are true? (Choose two.),A. EtherChannel provides increased bandwidth by bundling existing FastEthernet or Gigabit Ethernet interfaces into a single EtherChannel.,B. STP does not block EtherChannel links.,"C. You can configure multiple EtherChannel links between two switches, using up to a limit of sixteen physical ports.",D. EtherChannel does not allow load sharing of traffic among the physical links within the EtherChannel.,E. EtherChannel allows redundancy in case one or more links in the EtherChannel fail.,,,,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,131. Which three statements about MAC addresses are correct? (Choose three.),"A. To communicate with other devices on a network, a network device must have a unique MAC address.",B. The MAC address is also referred to as the IP address.,C. The MAC address of a device must be configured in the Cisco IOS CLI by a user with administrative privileges.,"D. A MAC address contains two main components, the first of which identifies the manufacturer of the hardware and the second of which uniquely identifies the hardware.",E. An example of a MAC address is 0A:26:B8:D6:65:90.,,,,ADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,132. Which three statements about network characteristics are true? (Choose three.),A. Speed is a measure of the data rate in bits per second of a given link in the network.,B. Scalability indicates how many nodes are currently on the network.,"C. The logical topology is the arrangement of cables, network devices, and end systems.",D. Availability is a measure of the probability that the network will be available for use when it is required.,E. Reliability indicates the dependability of the components that make up the network.,,,,ADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,133. Which two statements about the purpose of the OSI model are accurate? (Choose two.),A. Defines the network functions that occur at each layer,B. Facilitates an understanding of how information travels throughout a network,C. Changes in one layer do not impact other layer,D. Ensures reliable data delivery through its layered approach,,,,,AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,134. You have two paths for the 10.10.10.0 network ? one that has a feasible distance of 3072 and the other of 6144. What do you need to do to load balance your EIGRP routes?,A. Change the maximum paths to 2,B. Change the configuration so they both have the same feasible distance,C. Change the variance for the path that has a feasible distance of 3072 to 2,D. Change the IP addresses so both paths have the same source IP address,,,,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,135. Which of the following dynamic routing protocols are Distance Vector routing protocols?,A. IS-IS,B. EIGRP,C. OSPF,D. BGP,E. RIP,,,,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"136. Refer to the exhibit. If R1 receives a packet destined to 172.16.1.1, to which IP address does it send the packet? ",A. 192.168.14.4,B. 192.168.12.2,C. 192.168.13.3,D. 192.168.15.5,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,137. Which two VLAN IDs indicate a default VLAN? (Choose two.),A. 0,B. 1,C. 1005,D. 1006,E. 4096,,,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"138. Refer to the exhibit. If RTR01 is configured as shown, which three addresses will be received by other routers that are running EIGRP on the network? (Choose three)",A. 192.168.2.0,B. 10.4.3.0,C. 10.0.0.0,D. 172.16.0.0,E. 172.16.4.0,,,,ACD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,139. Which two options are the best reasons to use an IPV4 private IP space?(choose two),A. to enable intra-enterprise communication,B. to implement NAT,C. to connect applications,D. to conserve global address space,E. to manage routing overhead,,,,AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,140. Which technique can you use to route IPv6 traffic over an IPv4 infrastructure?,A. NAT,B. 6to4 tunneling,C. L2TPv3,D. dual-stack,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,141. Which three describe the reasons large OSPF networks use a hierarchical design? (Choose Three),A. to speed up convergence,B. to reduce routing overhead,C. to lower costs by replacing routers with distribution layer switches.,D. to decrease latency by increasing bandwidth.,E. to confine network instability to single areas of the network.,,,,ABE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,142. Which statements describe the routing protocol OSPF? (Choose three.),A. It supports VLSM.,B. It is used to route between autonomous systems.,C. It confines network instability to one area of the network.,D. It increases routing overhead on the network.,E. It allows extensive control of routing updates.,,,,ACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,143. Which command should you enter to view the error log in an EIGRP for IPv6 environment?,A. show ipv6 eigrp neighbors,B. show ipv6 eigrp topology,C. show ipv6 eigrp traffic,D. show ipv6 eigrp events,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,144. Which component of an Ethernet frame is used to notify a host that traffic is coming?,A. start of frame delimiter,B. Type field,C. preamble,D. Data field,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,145. Which command must you enter to guarantee that an HSRP router with higher priority becomes the HSRP primary router after it is reloaded?,A. standby 10 preempt,B. standby 10 version 1,C. standby 10 priority 150,D. standby 10 version 2,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,146. Which configuration command can u apply to a HSRP router so that its local interface becomes active if all other routers in the group fail?,A. no additional config is required,B. standby 1 track ethernet,C. standby 1 preempt,D. standby 1 priority 250,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,147. You are configuring your edge routers interface with a public IP address for Internet connectivity.,A. ip default-gateway,B. ip route,C. ip default-network,D. ip address dhcp,E. ip address dynamic,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,148. Which type does a port become when it receives the best BPDU on a bridge?,A. The designated port,B. The backup port,C. The alternate port,D. The root port,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,149. Which two command sequences must you configure on a switch to establish a Layer 3 EtherChannel with an open-standard protocol? (Choose two.),A. interface GigabitEthernet0/0/1channel-group 10 mode on,B. interface GigabitEthernet0/0/1 channel-group 10 mode active,C. interface GigabitEthernet0/0/1 channel-group 10 mode auto,D. interface port-channel 10 switchport switchport mode trunk,E. interface port-channel 10 no switchport ip address 172.16.0.1.255.255.255.0,,,,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,150. Which statement about VLAN configuration is true?,A. The switch must be in VTP server or transparent mode before you can configure a VLAN,B. The switch must be in config-vlan mode before you configure an extended VLAN,C. Dynamic inter-VLAN routing is supported on VLAN2 through VLAN 4064,D. A switch in VTP transparent mode save the VLAN databases to the running configuration only,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"151. Refer to the exhibit. After you apply the given configuration to arouter, the DHCP clients behind the device connot communicate with hosts outside of their subnet. Which action is most likely to correct the problem?",A. Configure the dns server on the same subnet as the clients,B. Activate the dhcp pool,C. Correct the subnet mask,D. configure the default gateway,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,152. Refer to the exhibit. How will the router handle a packet destined for 192.0.2.156?,A. The router will forward the packet via either Serial0 or Serial1.,B. The router will return the packet to its source.,C. The router will forward the packet via Serial2.,D. The router will drop the packet.,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,153. Which unified access point mode continues to serve wireless clients after losing connectivity to the Cisco Wireless LAN Controller?,A. sniffer,B. mesh,C. flexconnect,D. local,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,154. Refer to exhibit. What Administrative distance has route to 192.168.10.1 ?,A. 1,B. 90,C. 110,D. 120,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,155. Refer to the exhibit. Which command would you use to configure a static route on Router1 to network 192.168.202.0/24 with a nondefault administrative distance?,A. router1(config)#ip route 192.168.202.0 255.255.255.0 192.168.201.2 1,B. router1(config)#ip route 192.168.202.0 255.255.255.0 192.168.201.2 5,C. router1(config)#ip route 1 192.168.201.1 255.255.255.0 192.168.201.2,D. router1(config)#ip route 5 192.168.202.0 255.255.255.0 192.168.201.2,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,156. Which feature or protocol is required for an IP SLA to measure UDP jitter?,A. LLDP,B. EEM,C. CDP,D. NTP,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,157. Which effete does the aaa new-model configuration command have?,A. It enables AAA services on the device,B. It configures the device to connect to a RADIUS server for AAA,C. It associates a RADIUS server to an group.,D. It configures a local user on the device.,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,158. Refer to the exhibit. How will switch SW2 handle traffic from VLAN 10 on SW1?,A. It sends the traffic to VLAN 10.,B. It sends the traffic to VLAN 100.,C. It drops the traffic.,D. It sends the traffic to VLAN 1.,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,159. Which two commands can you use to configure an actively negotiate EtherChannel? (Choose two),A. channel-group 10 mode on,B. channel-group 10 mode auto,C. channel-group 10 mode passive,D. channel-group 10 mode desirable,E. channel-group 10 mode active,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,160. What is the binary pattern of unique ipv6 unique local address?,A. 00000000,B. 11111100,C. 11111111,D. 11111101,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,161. Which two statements about exterior routing protocols are true? (Choose two.),A. They determine the optimal within an autonomous system.,B. They determine the optimal path between autonomous systems.,C. BGP is the current standard exterior routing protocol.,D. Most modern networking supports both EGP and BGP for external routing.,E. Most modern network routers support both EGP and EIGRP for external routing.,,,,BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,162. What is the destination MAC address of a broadcast frame?,A. 00:00:0c:07:ac:01,B. ff:ff:ff:ff:ff:ff,C. 43:2e:08:00:00:0c,D. 00:00:0c:43:2e:08,E. 00:00:0c:ff:ff:ff,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"163. You have configured a router with an OSPF router ID, but its IP address still reflects the physical interface. Which action can you take to correct the problem in the least disruptive way?",A. Reload the OSPF process.,B. Specify a loopback address,C. Reboot the router.,D. Save the router configuration,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,164. Which two statements about VTP are true? (Choose two.),A. All switches must be configured with the same VTP domain name,B. All switches must be configured to perform trunk negotiation.,C. All switches must be configured with a unique VTP domain name,D. The VTP server must have the highest revision number in the domain,E. All switches must use the same VTP version.,,,,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,165. Which two pieces of information about a Cisco device can Cisco Discovery Protocol communicate? (Choose two.),A. the native VLAN,B. the trunking protocol,C. the VTP domain,D. the spanning-tree priority,E. the spanning tree protocol,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166. Refer to the exhibit. On R1 which routing protocol is in use on the route to 192.168.10.1?,A. RIP,B. OSPF,C. IGRP,D. EIGRP,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,167. Refer to the exhibit. Which VLAN ID is associated with the default VLAN in the given environment?,A. VLAN 1,B. VLAN 5,C. VLAN 10,D. VLAN 20,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,168. Which two circumstances can prevent two routers from establishing an OSPF neighbor adjacency? (Choose two.),A. mismatched autonomous system numbers,B. an ACL blocking traffic from multicast address 224.0.0.10,C. mismatched process IDs,D. mismatched hello timers and dead timers,E. use of the same router ID on both devices,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,169. Which two statements about eBGP neighbor relationships are true? (Choose two),A. The two devices must reside in different autonomous systems,B. Neighbors must be specifically declared in the configuration of each device,C. They can be created dynamically after the network statement is configured.,D. The two devices must reside in the same autonomous system,E. The two devices must have matching timer settings,,,,AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,170. Which two pieces of information can you determine from the output of the show ntp status command? (Choose two),A. whether the NTP peer is statically configured,B. the IP address of the peer to which the clock is synchronized,C. the configured NTP servers,D. whether the clock is synchronized,E. the NTP version number of the peer,,,,BD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
